tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2012-06-15,1220,AVELLANEDA Nº 6,Buenos Aires,Nacional,2012,17,SEDAN 5 PTAS,19,FORD,VX,FOCUS TREND 1.6L NAFTA,1,Privado,Física,PIÑEIRO,BUENOS AIRES,Femenino,1979,PARAGUAY,100,06,221
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2011-01-19,1225,SAN MARTIN Nº 7,Buenos Aires,Importado,2011,02,SEDAN 4 PTAS,136,VOLKSWAGEN,285,BORA 2.0,1,Privado,Física,SAN MARTIN,BUENOS AIRES,No identificado,1975,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2017-02-16,1226,LA MATANZA Nº 09,Buenos Aires,Protocolo 21,2017,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,577,GOL TREND 1.6 MSI,1,Privado,Física,VIRREY DEL PINO,BUENOS AIRES,Femenino,1989,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2010-01-19,1226,LA MATANZA Nº 09,Buenos Aires,Nacional,2010,12,SEDAN 4 PUERTAS,37,RENAULT,VK,RENAULT SYMBOL CONFORT 1.6 16V,1,Privado,Física,VIRREY DEL PINO,BUENOS AIRES,Masculino,1978,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2011-05-06,1226,LA MATANZA Nº 09,Buenos Aires,Nacional,2011,20,PICK-UP,53,VOLKSWAGEN,MY,AMAROK 2.0L TDI 4X2 1H2,1,Privado,Física,V. DEL PINO,BUENOS AIRES,Femenino,1984,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2005-04-27,1226,LA MATANZA Nº 09,Buenos Aires,Nacional,2005,17,SEDAN 5 PUERTAS,37,RENAULT,NB,MEGANE EXPRESION BIC 16V,1,Privado,Física,GONZALEZ CATAN,BUENOS AIRES,Masculino,1989,PARAGUAY,100,06,221
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2009-10-20,1232,HURLINGHAM Nº 2 (EX. MORON Nº 10 RESOL. MJS Y DHNº 1487/09),Buenos Aires,Importado,2009,02,SEDAN 4 PTAS,136,VOLKSWAGEN,365,VOLKSWAGEN VENTO 2.5,1,Privado,Física,CASTELAR,BUENOS AIRES,Masculino,1995,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2006-06-22,1233,LANUS Nº 7,Buenos Aires,Protocolo 21,2006,02,SEDAN 4 PTAS,055,HONDA,B31,CIVIC EXS,1,Privado,Física,LANUS,BUENOS AIRES,Masculino,1999,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2014-11-19,21054,ARROYO SECO Nº 2,Santa Fe,Nacional,2014,20,PICK-UP,53,VOLKSWAGEN,UN,AMAROK 2.0L TDI 180 CV 4X4 060,1,Privado,Física,VILLA AMELIA,SANTA FE,No identificado,1976,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2014-08-22,15013,PLOTTIER Nº 2,Neuquén,Protocolo 21,2014,05,SEDAN 5 PUERTAS,027,CITROEN,304,C3 PICASSO 1.6 VTI 115 EXCLUSIVE,1,Privado,Física,SENILLOSA,NEUQUEN,No identificado,1973,ARGENTINA,100,58,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2021-07-30,15015,NEUQUEN Nº 6,Neuquén,Nacional,2021,12,SEDAN 4 PUERTAS,17,FIAT,CL,CRONOS PRECISION 1.8 AT,1,Privado,Física,NEUQUEN,NEUQUEN,Masculino,1975,ARGENTINA,100,58,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2005-03-08,1237,LOMAS DE ZAMORA Nº 7,Buenos Aires,Nacional,2005,20,PICK-UP,19,FORD,SA,RANGER DC 4X2 XL 2.8L D,1,Privado,Física,VILLA FIORITO,BUENOS AIRES,Masculino,1977,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2010-06-08,1237,LOMAS DE ZAMORA Nº 7,Buenos Aires,Nacional,2010,12,SEDAN 4 PTAS,34,PEUGEOT,KK,PARTNER PATAGONICA 1.6 HDI VTC PLUS,1,Privado,Física,BANFIELD,BUENOS AIRES,Femenino,1990,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2016-05-12,1242,MAR DEL PLATA Nº 11,Buenos Aires,Protocolo 21,2016,05,SEDAN 5 PUERTAS,047,FORD,A85,KA SE 1.5L,1,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Femenino,1967,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2009-08-07,1243,BERAZATEGUI Nº 4,Buenos Aires,Protocolo 21,2009,05,SEDAN 5 PTAS,044,FIAT,681,PUNTO ELX 1.3 JTD,1,Privado,Física,GUILLERMO E. HUDSON,BUENOS AIRES,Masculino,1984,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,1998-10-26,1250,ITUZAINGÓ Nº 2 (EX. MORÓN Nº 11 RESOL. MJS. Y DHNº 1487/09),Buenos Aires,Importado,1998,13,FURGON,104,PEUGEOT,344,BOXER 320M 2.5D,1,Privado,Física,ITUZAINGO,BUENOS AIRES,No identificado,1977,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2012-01-12,1256,TRES DE FEBRERO Nº 6,Buenos Aires,Nacional,2012,22,FURGON,34,PEUGEOT,LJ,PARTNER CONFORT HDI 1.6,1,Privado,Física,MARTI­N CORONADO,BUENOS AIRES,No identificado,2005,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2018-03-05,1256,TRES DE FEBRERO Nº 6,Buenos Aires,Protocolo 21,2018,05,SEDAN 5 PUERTAS,104,PEUGEOT,784,208 GT 1.6 THP,1,Privado,Física,MARTIN CORONADO,BUENOS AIRES,No identificado,2003,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2018-04-09,21055,SANTA FE Nº 5,Santa Fe,Importado,2018,05,SEDAN 5 PUERTAS,130,TOYOTA,920,YARIS CVT,1,Privado,Física,SANTA FE,SANTA FE,Femenino,1996,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2010-05-06,1261,MARCOS PAZ,Buenos Aires,Nacional,2010,17,SEDAN 5 PTAS,19,FORD,VC,"FOCUS GHIA 1,8L DIESEL",1,Privado,Física,MARCOS PAZ,BUENOS AIRES,No identificado,1986,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2014-09-09,1266,MALVINAS ARGENTINAS Nº 3,Buenos Aires,Protocolo 21,2014,02,SEDAN 4 PUERTAS,130,TOYOTA,857,ETIOS XS 1.5 M/T,1,Privado,Física,TORTUGUITAS,BUENOS AIRES,Femenino,1977,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,1999-09-29,1266,MALVINAS ARGENTINAS Nº 3,Buenos Aires,Nacional,1999,18,SEDAN 3 PTAS,53,VOLKSWAGEN,27,GOL MI,1,Privado,Física,TORTUGUITAS,BUENOS AIRES,Masculino,1996,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2012-08-27,1266,MALVINAS ARGENTINAS Nº 3,Buenos Aires,Importado,2012,10,TODO TERRENO,018,BMW,366,X6 3.0I,1,Privado,Física,GRAND BOURG,BUENOS AIRES,Femenino,2001,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2017-02-03,1266,MALVINAS ARGENTINAS Nº 3,Buenos Aires,Protocolo 21,2017,05,SEDAN 5 PUERTAS,104,PEUGEOT,778,208 ALLURE 1.6,1,Privado,Física,GRAND BOURG,BUENOS AIRES,Femenino,1967,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,1997-03-05,1273,MORENO Nº 4,Buenos Aires,Nacional,1997,12,SEDAN 4 PTAS,53,VOLKSWAGEN,15,POLO CLASSIC 1.6 NAFTA,1,Privado,Física,TRUJUI,BUENOS AIRES,No identificado,1960,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2015-04-14,1280,ESCOBAR Nº 3 (EX. INGENIERO MASCHWITZ),Buenos Aires,Nacional,2015,20,PICK-UP,19,FORD,XZ,RANGER2 DC 4X2 XLT 3.2L DSL,1,Privado,Física,MASCHWITZ,BUENOS AIRES,Masculino,1977,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2009-11-11,1281,BERISSO Nº 2,Buenos Aires,Nacional,2009,17,SEDAN 5 PUERTAS,34,PEUGEOT,JW,206 GENERATION,1,Privado,Física,BERISSO,BUENOS AIRES,Femenino,1989,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2024-11-28,1285,ESTEBAN ECHEVERRIA Nº 4,Buenos Aires,Importado,2024,82,PICK-UP CABINA DOBLE,047,FORD,C83,MAVERICK LARIAT 2.0L 4X4 AT,1,Privado,Física,ADROGUÉ,BUENOS AIRES,Masculino,1970,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2004-12-13,1286,LA PLATA Nº 15,Buenos Aires,Protocolo 21,2004,22,SEDAN 3 PUERTAS,127,SUZUKI,698,FUN 1.0,1,Privado,Física,VILLA ELISA,BUENOS AIRES,Femenino,2003,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,1999-01-20,1299,MAR DEL PLATA Nº 13,Buenos Aires,Nacional,1999,17,SEDAN 5 PTAS,17,FIAT,24,PALIO EL 5P,1,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Masculino,1981,URUGUAY,100,06,225
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2011-11-09,1299,MAR DEL PLATA Nº 13,Buenos Aires,Protocolo 21,2011,02,SEDAN 4 PUERTAS,047,FORD,767,FIESTA MAX 1.6L EDGE PLUS,1,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Femenino,1953,ITALIA,100,06,417
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2005-02-09,1300,SAN MARTIN Nº 9,Buenos Aires,Protocolo 21,2005,02,SEDAN 4 PTAS,055,HONDA,005,CIVIC LX,1,Privado,Física,JOSE LEON SUAREZ,BUENOS AIRES,No identificado,1969,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2014-01-20,1307,LANUS Nº 10,Buenos Aires,Importado,2014,30,FURGONETA,044,FIAT,758,FIORINO QUBO 1.4 8V ACTIVE,1,Privado,Física,MONTE CHINGOLO,BUENOS AIRES,Femenino,1985,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2024-11-26,1307,LANUS Nº 10,Buenos Aires,Protocolo 21,2024,04,RURAL 5 PUERTAS,136,VOLKSWAGEN,800,T-CROSS TRENDLINE 200TSI AT G1,1,Privado,Física,REMEDIOS DE ESCALADA,BUENOS AIRES,Femenino,1978,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2008-01-09,1308,MERLO Nº 4,Buenos Aires,Nacional,2008,17,SEDAN 5 PUERTAS,53,VOLKSWAGEN,LL,SURAN 80A,1,Privado,Física,MERLO,BUENOS AIRES,No identificado,1988,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2009-07-08,1308,MERLO Nº 4,Buenos Aires,Protocolo 21,2009,22,SEDAN 3 PTAS,047,FORD,817,KA PULSE 1.6L,1,Privado,Física,LIBERTAD,BUENOS AIRES,No identificado,1998,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2007-06-07,1309,MERLO Nº 5,Buenos Aires,Protocolo 21,2007,28,TRACTOR DE CARRETERA,092,MERCEDES BENZ,759,LS-1634,1,Privado,Física,LIBERTAD,BUENOS AIRES,Masculino,1971,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2008-01-22,1309,MERLO Nº 5,Buenos Aires,Nacional,2008,31,SEMIRREMOLQUE,CR,TRENQUEMOLQUE,09,TM 135A,1,Privado,Física,LIBERTAD,BUENOS AIRES,Masculino,1971,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,1994-08-25,1311,LA MATANZA Nº 14,Buenos Aires,Nacional,1994,11,SEDAN 2 PTAS,17,FIAT,50,SPAZIO TR,1,Privado,Física,I.CASANOVA-LA MATANZA,BUENOS AIRES,No identificado,1952,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2012-07-30,1311,LA MATANZA Nº 14,Buenos Aires,Importado,2012,05,SEDAN 5 PTAS,024,CHEVROLET,530,CRUZE 1.8 LTZ A/T,1,Privado,Física,LA MATANZA,BUENOS AIRES,No identificado,1997,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2009-02-12,1316,JOSE C. PAZ Nº 3,Buenos Aires,Protocolo 21,2009,02,SEDAN 4 PTAS,044,FIAT,659,SIENA 1.4 FIRE,1,Privado,Física,JOSE C. PAZ,BUENOS AIRES,No identificado,1990,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2017-07-26,1318,BERAZATEGUI Nº 5,Buenos Aires,Protocolo 21,2017,05,SEDAN 5 PUERTAS,044,FIAT,848,MOBI 1.0 8V WAY,1,Privado,Física,EL PATO,BUENOS AIRES,No identificado,1973,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2008-08-21,21056,ROSARIO Nº 13,Santa Fe,Nacional,2008,17,SEDAN 5 PTAS,34,PEUGEOT,FS,206 X-LINE 1.4 5P,1,Privado,Física,ROSARIO,SANTA FE,Femenino,1974,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2000-06-27,21056,ROSARIO Nº 13,Santa Fe,Protocolo 21,2000,05,SEDAN 5 PTAS,112,RENAULT,452,CLIO RN 1.6,1,Privado,Física,ROSARIO,SANTA FE,Masculino,1989,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2006-07-04,2005,CAPITAL FEDERAL Nº 005,Ciudad Autónoma de Buenos Aires,Nacional,2006,17,SEDAN 5 PTAS,34,PEUGEOT,FY,206 XT PREMIUM 1.6 5P,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1997,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2012-10-09,2005,CAPITAL FEDERAL Nº 005,Ciudad Autónoma de Buenos Aires,Protocolo 21,2012,02,SEDAN 4 PTAS,136,VOLKSWAGEN,426,VOYAGE 1.6,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1990,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2013-03-21,2009,CAPITAL FEDERAL Nº 009,Ciudad Autónoma de Buenos Aires,Protocolo 21,2013,04,5 PUERTAS,047,FORD,A02,ECOSPORT SE 2.0L MT N,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1976,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2010-03-29,2010,CAPITAL FEDERAL Nº 010,Ciudad Autónoma de Buenos Aires,Protocolo 21,2010,80,PICK-UP CABINA SIMPLE,024,CHEVROLET,487,S10 2.8TDI STD 4X2 ELECTRONIC,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1977,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2012-06-04,2011,CAPITAL FEDERAL Nº 011,Ciudad Autónoma de Buenos Aires,Importado,2012,05,SEDAN 5 PTAS,G89,CHERY,006,QQ CONFORT,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1975,PARAGUAY,100,02,221
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2000-01-14,2014,CAPITAL FEDERAL Nº 014,Ciudad Autónoma de Buenos Aires,Nacional,2000,18,SEDAN 3 PTAS,53,VOLKSWAGEN,56,GOL 1.6 012,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1991,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2019-05-13,2030,CAPITAL FEDERAL Nº 030,Ciudad Autónoma de Buenos Aires,Protocolo 21,2019,05,SEDAN 5 PUERTAS,044,FIAT,848,MOBI 1.0 8V WAY,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1961,BOLIVIA,100,02,202
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2009-07-30,2033,CAPITAL FEDERAL Nº 033,Ciudad Autónoma de Buenos Aires,Nacional,2009,17,SEDAN 5 PTAS,19,FORD,VL,FOCUS ONE AMBIENTE 5P 1.6 LN,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1996,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2012-09-25,2035,CAPITAL FEDERAL Nº 035,Ciudad Autónoma de Buenos Aires,Nacional,2012,12,SEDAN 4 PTAS,34,PEUGEOT,KZ,408 ALLURE+ TIPTRONIC 2.0N,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1998,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2009-11-13,2038,CAPITAL FEDERAL Nº 038,Ciudad Autónoma de Buenos Aires,Importado,2009,02,SEDAN 4 PTAS,136,VOLKSWAGEN,285,BORA 2.0,2,Público,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1948,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2013-09-11,2041,CAPITAL FEDERAL Nº 041,Ciudad Autónoma de Buenos Aires,Nacional,2013,12,SEDAN 4 PUERTAS,08,CHEVROLET,DC,CLASSIC 4 PTAS LS AA + DIR 1.4N,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1953,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2008-09-19,2045,CAPITAL FEDERAL Nº 045,Ciudad Autónoma de Buenos Aires,Protocolo 21,2008,22,SEDAN 3 PUERTAS,136,VOLKSWAGEN,274,GOL 1.6,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2001,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2014-01-29,2046,CAPITAL FEDERAL Nº 046,Ciudad Autónoma de Buenos Aires,Nacional,2014,17,SEDAN 5 PUERTAS,19,FORD,XG,FOCUS 5P 2.0L N MT SE PLUS,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1963,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2016-04-15,2055,CAPITAL FEDERAL Nº 055,Ciudad Autónoma de Buenos Aires,Nacional,2016,17,SEDAN 5 PUERTAS,34,PEUGEOT,NE,308 ALLURE PLUS 2.0,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1996,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2007-06-19,2068,CAPITAL FEDERAL Nº 068,Ciudad Autónoma de Buenos Aires,Nacional,2007,12,SEDAN 4 PTAS,34,PEUGEOT,CT,PARTNER URBANA CONFORT 1.4,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1971,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2012-03-30,2068,CAPITAL FEDERAL Nº 068,Ciudad Autónoma de Buenos Aires,Protocolo 21,2012,04,RURAL 5 PTAS,112,RENAULT,834,DUSTER DYNAMIQUE 1.6 4X2,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1949,ITALIA,100,02,417
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2014-10-02,21057,ROSARIO Nº 14,Santa Fe,Protocolo 21,2014,11,PICK-UP,104,PEUGEOT,638,HOGGAR ESCAPADE 1.6,1,Privado,Física,ROSARIO,SANTA FE,Masculino,1996,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2018-02-21,2085,CAPITAL FEDERAL Nº 085,Ciudad Autónoma de Buenos Aires,Nacional,2018,20,PICK-UP,68,TOYOTA,95,HILUX 4X4 D/C SRV 2.8 TDI 6 M/T,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1958,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2014-06-16,2086,CAPITAL FEDERAL Nº 086,Ciudad Autónoma de Buenos Aires,Nacional,2014,17,SEDAN 5 PUERTAS,34,PEUGEOT,KT,PARTNER PATAGONICA 1.6N VTC PLUS,2,Público,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1988,PERU,100,02,222
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,1999-03-03,2088,CAPITAL FEDERAL Nº 088,Ciudad Autónoma de Buenos Aires,Nacional,1999,11,SEDAN 2 PUERTAS,17,FIAT,44,"UNO S (1,4 - 3P.)",1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1969,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2017-05-11,2088,CAPITAL FEDERAL Nº 088,Ciudad Autónoma de Buenos Aires,Protocolo 21,2017,02,SEDAN 4 PUERTAS,044,FIAT,841,SIENA EL 1.4,2,Público,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1947,URUGUAY,100,02,225
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-06,2016-12-23,2096,CAPITAL FEDERAL Nº 096,Ciudad Autónoma de Buenos Aires,Protocolo 21,2016,02,SEDAN 4 PUERTAS,130,TOYOTA,909,ETIOS XS 1.5 6M/T,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1981,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2014-01-20,4031,SANTA ROSA DEL RIO 1,Córdoba,Nacional,2014,12,SEDAN 4 PUERTAS,34,PEUGEOT,KW,408 ALLURE 2.0N,1,Privado,Física,MONTE CRISTO,CORDOBA,Masculino,1973,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2001-03-09,4035,CORDOBA Nº 05,Córdoba,Nacional,2001,,SEDAN,08,CHEVROLET,76,CORSA WIND 1.7 DIESEL-3P,1,Privado,Física,CORDOBA,CORDOBA,Femenino,1998,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2004-08-26,4038,CORDOBA Nº 07,Córdoba,Protocolo 21,2004,05,SEDAN 5 PTAS,047,FORD,582,FIESTA ENERGY 5P,1,Privado,Física,CORDOBA,CORDOBA,No identificado,1997,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2007-06-01,4045,CORDOBA Nº 12,Córdoba,Protocolo 21,2007,05,SEDAN 5 PTAS,044,FIAT,645,PALIO ELX 1.4 8V,1,Privado,Física,CÓRDOBA,CORDOBA,Masculino,1962,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2011-04-28,4046,VILLA ALLENDE Nº 1,Córdoba,Nacional,2011,12,SEDAN 4 PTAS,37,RENAULT,WX,SYMBOL PACK 1.6 16V,1,Privado,Física,VILLA ALLENDE,CORDOBA,Masculino,1978,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2009-08-21,4046,VILLA ALLENDE Nº 1,Córdoba,Protocolo 21,2009,04,RURAL 5 PTAS,044,FIAT,612,PALIO ADVENTURE 1.8MPI V8,1,Privado,Física,VILLA ALLENDE,CORDOBA,No identificado,1978,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2005-06-27,4050,RIO SEGUNDO Nº 2,Córdoba,Nacional,2005,17,SEDAN 5 PUERTAS,34,PEUGEOT,EC,307 XS HDI 5P,1,Privado,Física,COSTA SACATE,CORDOBA,Masculino,1978,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2007-03-29,4055,CORDOBA Nº 14,Córdoba,Protocolo 21,2007,22,SEDAN 3 PTAS,044,FIAT,661,PALIO 1.4 FIRE,1,Privado,Física,CÓRDOBA,CORDOBA,Femenino,1968,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2020-01-02,4060,CORDOBA Nº 17,Córdoba,Nacional,2020,40,TODO TERRENO,68,TOYOTA,AJ,SW4 4X4 SRX 2.8 TDI 6 A/T 7A,1,Privado,Física,CORDOBA,CORDOBA,Masculino,1968,ARGENTINA,100,14,200
