tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2010-01-06,1210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Nacional,2010,17,SEDAN 5 PTAS,07,CITROEN,71,C4 5P 1.6I 16V X,1,Privado,Física,MONTE GRANDE,BUENOS AIRES,Masculino,1991,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2014-02-25,1220,AVELLANEDA Nº 6,Buenos Aires,Nacional,2014,17,SEDAN 5 PUERTAS,17,FIAT,AT,PALIO FIRE 5P 1.4 8V BENZ EOBD,1,Privado,Física,WILDE,BUENOS AIRES,No identificado,1967,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2015-10-28,1226,LA MATANZA Nº 09,Buenos Aires,Nacional,2015,12,SEDAN 4 PUERTAS,37,RENAULT,1H,FLUENCE PH2 2.0 LUXE,1,Privado,Física,GONZÁLEZ CATÁN,BUENOS AIRES,Femenino,1979,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2017-02-10,1226,LA MATANZA Nº 09,Buenos Aires,Importado,2017,02,SEDAN 4 PUERTAS,136,VOLKSWAGEN,556,POLO 1.6 16V,1,Privado,Física,GONZALEZ CATAN,BUENOS AIRES,Masculino,1995,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2013-08-02,1230,ESCOBAR Nº 2,Buenos Aires,Nacional,2013,12,SEDAN 4 PUERTAS,08,CHEVROLET,DS,CLASSIC 4P LT PACK 1.4N,1,Privado,Física,BELEN DE ESCOBAR,BUENOS AIRES,No identificado,1993,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2003-08-29,1232,HURLINGHAM Nº 2 (EX. MORON Nº 10 RESOL. MJS Y DHNº 1487/09),Buenos Aires,Nacional,2003,17,SEDAN 5 PTAS,34,PEUGEOT,CR,206XRD PREMIUM 5P,1,Privado,Física,HURLINGHAM,BUENOS AIRES,Femenino,1998,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2010-03-23,1235,SAN FERNANDO Nº 4,Buenos Aires,Importado,2010,04,RURAL 5 PUERTAS,158,DODGE,116,JOURNEY R/T 2.7,1,Privado,Física,VIRREYES,BUENOS AIRES,Masculino,1987,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2016-10-14,1237,LOMAS DE ZAMORA Nº 7,Buenos Aires,Nacional,2016,17,SEDAN 5 PUERTAS,53,VOLKSWAGEN,XH,SURAN 1.6 5D 060,1,Privado,Física,LOMAS DE ZAMORA,BUENOS AIRES,Femenino,1990,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2016-07-12,1237,LOMAS DE ZAMORA Nº 7,Buenos Aires,Protocolo 21,2016,02,SEDAN 4 PUERTAS,024,CHEVROLET,614,PRISMA 1.4 N LT,1,Privado,Física,VILLA FIORITO,BUENOS AIRES,Masculino,1979,ARGENTINA,100,06,200
COMUNICACIÓN DE RECUPERO,2026-01-20,1985-09-17,1239,QUILMES Nº 8,Buenos Aires,Nacional,1985,14,RURAL 4 PUERTAS,37,RENAULT,17,RENAULT 12 GTS BREAK,1,Privado,Física,QUILMES OESTE,BUENOS AIRES,Masculino,1957,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2011-03-16,1240,JOSE C. PAZ Nº 1,Buenos Aires,Protocolo 21,2011,22,SEDAN 3 PUERTAS,136,VOLKSWAGEN,274,GOL 1.6,1,Privado,Física,VUCETICH - JOSE C. PAZ,BUENOS AIRES,Femenino,1966,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2013-06-26,1241,MAR DEL PLATA Nº 10,Buenos Aires,Nacional,2013,17,SEDAN 5 PUERTAS,19,FORD,VX,FOCUS TREND 1.6L NAFTA,1,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Masculino,2005,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2024-09-05,1244,LA MATANZA Nº 11,Buenos Aires,Protocolo 21,2024,82,PICK-UP CABINA DOBLE,M20,RAM,009,RAMPAGE R/T 2.0L GME AT9 4X4,1,Privado,Física,RAMOS MEJIA,BUENOS AIRES,Masculino,1988,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2016-03-29,1251,LANUS Nº 8,Buenos Aires,Protocolo 21,2016,05,SEDAN 5 PUERTAS,130,TOYOTA,858,ETIOS XLS 1.5 M/T,1,Privado,Física,LANÚS OESTE,BUENOS AIRES,Masculino,1954,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2010-07-01,1251,LANUS Nº 8,Buenos Aires,Protocolo 21,2010,05,SEDAN 5 PTAS,112,RENAULT,712,SANDERO STEPWAY CONFORT 1.6 16V,1,Privado,Física,LANÚS OESTE,BUENOS AIRES,Femenino,1952,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2011-03-17,1252,QUILMES Nº 5 (EX 9),Buenos Aires,Protocolo 21,2011,05,SEDAN 5 PTAS,112,RENAULT,681,SANDERO 1.5 DCI CONFORT,1,Privado,Física,SAN FRANCISCO SOLANO,BUENOS AIRES,Masculino,1991,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2011-09-28,1253,LA PLATA Nº 13,Buenos Aires,Nacional,2011,99,FURG.C/ ASIENTOS,34,PEUGEOT,KF,PARTNER PRESENCE PLC 1.6 HDI/2011,1,Privado,Física,LA PLATA,BUENOS AIRES,Masculino,1982,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2018-09-26,1253,LA PLATA Nº 13,Buenos Aires,Importado,2018,04,RURAL 5 PUERTAS,024,CHEVROLET,725,TRACKER FWD PREMIER,1,Privado,Física,LA PLATA,BUENOS AIRES,Femenino,1976,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2012-07-31,16009,VILLA REGINA,Río Negro,Nacional,2012,20,PICK-UP,68,TOYOTA,50,HILUX 4X2 CABINA DOBLE DX PACK 2.5 TDI,1,Privado,Física,VILLA REGINA,RIO NEGRO,No identificado,2001,ARGENTINA,100,62,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2010-05-13,1260,FLORENCIO VARELA Nº 3,Buenos Aires,Protocolo 21,2010,02,SEDAN 4 PTAS,104,PEUGEOT,588,207 COMPACT XS 1.9D,1,Privado,Física,FLORENCIO VARELA,BUENOS AIRES,Femenino,1996,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2010-02-25,1264,ADROGUE Nº 5,Buenos Aires,Nacional,2010,17,SEDAN 5 PTAS,34,PEUGEOT,JW,206 GENERATION,1,Privado,Física,LONGCHAMPS,BUENOS AIRES,Femenino,2004,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2005-10-27,1271,JOSE C. PAZ Nº 2,Buenos Aires,Protocolo 21,2005,05,SEDAN 5 PTAS,044,FIAT,587,PALIO FIRE 1242 MPI 16V,1,Privado,Física,JOSE C PAZ,BUENOS AIRES,Femenino,1960,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2012-01-26,1275,ENSENADA,Buenos Aires,Nacional,2012,17,SEDAN 5 PTAS,34,PEUGEOT,LS,308 FELINE 2.0 N,1,Privado,Física,ENSENADA,BUENOS AIRES,No identificado,1985,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2015-03-06,1285,ESTEBAN ECHEVERRIA Nº 4,Buenos Aires,Protocolo 21,2015,02,SEDAN 4 PUERTAS,044,FIAT,782,GRAND SIENA ATTRACTIVE 1.4 8V,1,Privado,Física,EL JAGÜEL,BUENOS AIRES,Masculino,1963,PARAGUAY,100,06,221
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2006-09-04,1288,MORENO Nº 5,Buenos Aires,Protocolo 21,2006,05,SEDAN 5 PTAS,044,FIAT,587,PALIO FIRE 1242 MPI 16V,1,Privado,Física,PASO DEL REY,BUENOS AIRES,Femenino,1994,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,1999-06-11,1288,MORENO Nº 5,Buenos Aires,Importado,1999,05,SEDAN 5 PUERTAS,104,PEUGEOT,370,206 XR 1.6,1,Privado,Física,PASO DEL REY,BUENOS AIRES,Masculino,1988,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2009-11-04,1289,QUILMES Nº 9,Buenos Aires,Nacional,2009,40,TODO TERRENO,68,TOYOTA,33,HILUX SW4 4X4 SRV 3.0 TDI C/CUERO,1,Privado,Física,EZPELETA,BUENOS AIRES,No identificado,1983,PARAGUAY,100,06,221
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2017-11-10,1289,QUILMES Nº 9,Buenos Aires,Nacional,2017,17,SEDAN 5 PUERTAS,17,FIAT,AY,PALIO (326) ATTRACTIVE 5P 1.4 8V,1,Privado,Física,EZPELETA,BUENOS AIRES,Masculino,1951,ESPAÑA,100,06,410
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,1998-08-05,1290,LA MATANZA Nº 13,Buenos Aires,Nacional,1998,17,SEDAN 5 PTAS,17,FIAT,26,PALIO HL 5P,1,Privado,Física,SAN JUSTO,BUENOS AIRES,No identificado,1974,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2011-07-28,1293,PILAR Nº 4,Buenos Aires,Protocolo 21,2011,05,SEDAN 5 PUERTAS,112,RENAULT,806,SANDERO PH2 PACK PLUS 1.6 8V,1,Privado,Física,PRESIDENTE DERQUI,BUENOS AIRES,Masculino,1988,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2018-01-30,1293,PILAR Nº 4,Buenos Aires,Protocolo 21,2018,05,SEDAN 5 PUERTAS,104,PEUGEOT,778,208 ALLURE 1.6,1,Privado,Física,PRESIDENTE DERQUI,BUENOS AIRES,Masculino,1993,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2009-03-03,1295,EZEIZA Nº 2,Buenos Aires,Protocolo 21,2009,05,SEDAN 5 PTAS,136,VOLKSWAGEN,413,GOL TREND 1.6,1,Privado,Física,EZEIZA,BUENOS AIRES,No identificado,1969,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2016-05-05,1310,LA PLATA Nº 17,Buenos Aires,Nacional,2016,12,SEDAN 4 PUERTAS,08,CHEVROLET,DX,CLASSIC 4 P LS ABS+AIRBAG 1.4N,1,Privado,Física,MELCHOR ROMERO,BUENOS AIRES,Femenino,1992,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2013-10-03,1311,LA MATANZA Nº 14,Buenos Aires,Protocolo 21,2013,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,348,FOX 1.6,1,Privado,Física,VIRREY DEL PINO,BUENOS AIRES,Femenino,1982,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2008-08-29,1314,LUJAN Nº 3,Buenos Aires,Protocolo 21,2008,02,SEDAN 4 PUERTAS,024,CHEVROLET,357,ASTRA GL 2.0,1,Privado,Física,LUJAN,BUENOS AIRES,Masculino,1993,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2012-09-03,1314,LUJAN Nº 3,Buenos Aires,Nacional,2012,22,FURGON,37,RENAULT,UR,KANGOO CONFORT 1.5 DCI CD AA DA SVT 1P,1,Privado,Física,LUJAN,BUENOS AIRES,Femenino,1996,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2020-11-25,16014,SAN CARLOS DE BARILOCHE Nº 3,Río Negro,Nacional,2020,40,TODO TERRENO,68,TOYOTA,AJ,SW4 4X4 SRX 2.8 TDI 6 A/T 7A,1,Privado,Jurídica,SAN CARLOS DE BARILOCHE,RIO NEGRO,No aplica,2004,No aplica,100,62,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2010-08-26,21056,ROSARIO Nº 13,Santa Fe,Protocolo 21,2010,02,SEDAN 4 PTAS,047,FORD,764,FIESTA MAX 1.6L AMBIENTE MP3,1,Privado,Física,ROSARIO,SANTA FE,Femenino,1987,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2007-04-04,1319,LA MATANZA Nº 15,Buenos Aires,Protocolo 21,2007,05,SEDAN 5 PTAS,027,CITROEN,200,C3 1.4HDI XTR,1,Privado,Física,CIUDAD EVITA,BUENOS AIRES,Femenino,1976,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2024-10-29,1319,LA MATANZA Nº 15,Buenos Aires,Protocolo 21,2024,05,SEDAN 5 PUERTAS,130,TOYOTA,A15,YARIS XLS 1.5 6M/T,1,Privado,Física,GREGORIO DE LAFERRERE,BUENOS AIRES,Femenino,1951,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2016-02-10,1319,LA MATANZA Nº 15,Buenos Aires,Protocolo 21,2016,02,SEDAN 4 PUERTAS,044,FIAT,783,GRAND SIENA ESSENCE 1.6 16V,1,Privado,Física,GREGORIO DE LAFERRERE,BUENOS AIRES,No identificado,1949,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2016-03-23,2002,CAPITAL FEDERAL Nº 002,Ciudad Autónoma de Buenos Aires,Nacional,2016,12,SEDAN 4 PUERTAS,19,FORD,XB,FOCUS 4P 2.0L N MT SE PLUS,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1994,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2018-01-11,2003,CAPITAL FEDERAL Nº 003,Ciudad Autónoma de Buenos Aires,Protocolo 21,2017,17,CHASIS C/CABINA,063,IVECO,428,DAILY 55C17 PASO 3750,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2010,No aplica,100,02,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,1996-11-05,2011,CAPITAL FEDERAL Nº 011,Ciudad Autónoma de Buenos Aires,Nacional,1996,17,SEDAN 5 PTAS,37,RENAULT,AH,RENAULT 19 RN INYEC. (BIC),1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1988,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,1997-06-20,2016,CAPITAL FEDERAL Nº 016,Ciudad Autónoma de Buenos Aires,Protocolo 21,1997,04,RURAL 5 PTAS,024,CHEVROLET,207,CORSA WAGON GL 1.6 MPFI,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1945,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2015-07-23,2035,CAPITAL FEDERAL Nº 035,Ciudad Autónoma de Buenos Aires,Importado,2015,04,RURAL 5 PUERTAS,058,HYUNDAI,248,TUCSON 2WD 2.0,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1980,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2015-01-28,2038,CAPITAL FEDERAL Nº 038,Ciudad Autónoma de Buenos Aires,Protocolo 21,2015,02,SEDAN 4 PUERTAS,136,VOLKSWAGEN,426,VOYAGE 1.6,2,Público,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1964,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2018-08-16,2038,CAPITAL FEDERAL Nº 038,Ciudad Autónoma de Buenos Aires,Importado,2018,04,RURAL 5 PUERTAS,072,KIA,300,SPORTAGE EX 2.0 A/T 4X2,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1986,ARGENTINA,50,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2009-03-20,2039,CAPITAL FEDERAL Nº 039,Ciudad Autónoma de Buenos Aires,Protocolo 21,2009,02,SEDAN 4 PTAS,044,FIAT,659,SIENA 1.4 FIRE,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1957,PERU,100,02,222
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,1999-03-18,2056,CAPITAL FEDERAL Nº 056,Ciudad Autónoma de Buenos Aires,Importado,1999,04,RURAL 5 PTAS,047,FORD,114,MONDEO GHIA,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1970,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2008-06-12,2056,CAPITAL FEDERAL Nº 056,Ciudad Autónoma de Buenos Aires,Protocolo 21,2008,05,SEDAN 5 PTAS,112,RENAULT,592,SCENIC 16L LUXE,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1966,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2013-11-04,2062,CAPITAL FEDERAL Nº 062,Ciudad Autónoma de Buenos Aires,Importado,2013,05,SEDAN 5 PUERTAS,047,FORD,908,FIESTA KINETIC DESIGN TITANIUM,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1987,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2012-10-01,2065,CAPITAL FEDERAL Nº 065,Ciudad Autónoma de Buenos Aires,Nacional,2012,17,SEDAN 5 PTAS,53,VOLKSWAGEN,TH,SURAN 1.6L 5D 870,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1978,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2008-09-02,2068,CAPITAL FEDERAL Nº 068,Ciudad Autónoma de Buenos Aires,Nacional,2008,12,SEDAN 4 PTAS,08,CHEVROLET,BZ,CORSA CLASSIC 4 PTAS GLS 1.6N,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1948,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2019-05-24,2077,CAPITAL FEDERAL Nº 077,Ciudad Autónoma de Buenos Aires,Nacional,2019,17,SEDAN 5 PUERTAS,53,VOLKSWAGEN,ZX,SURAN 1.6 5D 911,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1983,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,1999-12-20,2079,CAPITAL FEDERAL Nº 079,Ciudad Autónoma de Buenos Aires,Protocolo 21,1999,22,SEDAN 3 PTAS,044,FIAT,487,UNO S 1.3,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1968,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2023-01-06,2083,CAPITAL FEDERAL Nº 083,Ciudad Autónoma de Buenos Aires,Nacional,2023,12,SEDAN 4 PUERTAS,17,FIAT,CP,CRONOS DRIVE 1.3 GSE BZ,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1983,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2012-05-10,2084,CAPITAL FEDERAL Nº 084,Ciudad Autónoma de Buenos Aires,Protocolo 21,2012,22,SEDAN 3 PUERTAS,024,CHEVROLET,547,CELTA 1.4 LT,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1974,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2022-08-31,2086,CAPITAL FEDERAL Nº 086,Ciudad Autónoma de Buenos Aires,Nacional,2022,17,SEDAN 5 PUERTAS,34,PEUGEOT,SA,208 ACTIVE TIPTRONIC 1.6L AM23,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1993,COLOMBIA,100,02,205
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,1999-08-11,2089,CAPITAL FEDERAL Nº 089,Ciudad Autónoma de Buenos Aires,Nacional,1999,36,SEDAN 2 PUERTAS,17,FIAT,46,UNO S (1.7 D 3P),1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1974,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2017-02-07,2089,CAPITAL FEDERAL Nº 089,Ciudad Autónoma de Buenos Aires,Nacional,2017,40,TODO TERRENO,68,TOYOTA,AJ,SW4 4X4 SRX 2.8 TDI 6 A/T 7A,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1967,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2024-01-04,2091,CAPITAL FEDERAL Nº 091,Ciudad Autónoma de Buenos Aires,Protocolo 21,2024,02,SEDAN 4 PUERTAS,136,VOLKSWAGEN,777,NUEVO VIRTUS EXCLUSIVE 250TSI AT,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2015,No aplica,100,02,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-20,2008-08-27,2096,CAPITAL FEDERAL Nº 096,Ciudad Autónoma de Buenos Aires,Nacional,2008,26,CHASIS C/CABINA,67,IVECO,33,170E22 RSU,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1974,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-21,2007-11-23,4035,CORDOBA Nº 05,Córdoba,Protocolo 21,2007,05,SEDAN 5 PTAS,024,CHEVROLET,342,ZAFIRA GLS,1,Privado,Física,CORDOBA,CORDOBA,Masculino,1981,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-21,2000-04-26,4035,CORDOBA Nº 05,Córdoba,Importado,2000,22,SEDAN 3 PTAS,136,VOLKSWAGEN,241,NEW BEETLE 2.0L,1,Privado,Física,CORDOBA,CORDOBA,Masculino,1989,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-21,2007-07-16,4040,CORDOBA Nº 08,Córdoba,Nacional,2007,17,SEDAN 5 PTAS,53,VOLKSWAGEN,KN,SURAN     60A,1,Privado,Física,CORDOBAL,CORDOBA,Masculino,1991,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-21,1997-04-01,4041,CORDOBA Nº 09,Córdoba,Nacional,1997,11,SEDAN 2 PUERTAS,17,SIN ESPECIFICACION,81,SIN ESPECIFICACION,1,Privado,Física,CORDOBA,CORDOBA,Femenino,1964,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-21,2009-09-16,4042,CORDOBA Nº 10,Córdoba,Protocolo 21,2009,02,SEDAN 4 PTAS,047,FORD,764,FIESTA MAX 1.6L AMBIENTE MP3,1,Privado,Física,CORDOBA,CORDOBA,Masculino,1971,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-21,2004-09-17,4053,CORDOBA Nº 13,Córdoba,Protocolo 21,2004,05,SEDAN 5 PTAS,044,FIAT,596,PALIO HLX 1.8 MPI 8V,1,Privado,Física,CORDOBA,CORDOBA,Masculino,1993,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-21,2009-12-14,4059,CORDOBA Nº 16,Córdoba,Protocolo 21,2009,02,SEDAN 4 PTAS,024,CHEVROLET,514,CORSA CLASSIC 1.4,1,Privado,Física,CORDOBA,CORDOBA,Masculino,1950,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-21,1997-10-14,4060,CORDOBA Nº 17,Córdoba,Nacional,1997,11,SEDAN 2 PTAS,17,FIAT,02,UNO CSAA (3P),1,Privado,Física,CORDOBA,CORDOBA,Masculino,1984,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-21,2017-11-09,4063,CORDOBA Nº 20,Córdoba,Nacional,2017,20,PICK-UP,68,TOYOTA,93,HILUX 4X4 D/C SRX 2.8 TDI 6 M/T,1,Privado,Física,CORDOBA,CORDOBA,Masculino,1962,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-21,2011-01-13,4089,LA CALERA,Córdoba,Protocolo 21,2011,02,SEDAN 4 PTAS,055,HONDA,B30,CIVIC LXS,1,Privado,Física,LA CALERA,CORDOBA,No identificado,1981,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-21,2009-06-16,21066,SANTA FE Nº 6,Santa Fe,Protocolo 21,2009,05,SEDAN 5 PUERTAS,044,FIAT,681,PUNTO ELX 1.3 JTD,1,Privado,Física,SANTA FE,SANTA FE,No identificado,1982,ARGENTINA,100,82,200
